         41662604 function calls (40090220 primitive calls) in 230.319 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 common.py:793(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 roc_curve.py:1(<module>)
        1    0.000    0.000    0.001    0.001 generators.py:335(lower_yield_resume)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_type.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:409(__init__)
        8    0.000    0.000    0.000    0.000 builtins.py:585(generic)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        1    0.000    0.000    0.000    0.000 unimod.py:411(BrickToElement)
        5    0.000    0.000    0.000    0.000 _monitor.py:93(report)
       41    0.000    0.000    0.000    0.000 functions.py:372(get_impl_key)
        1    0.000    0.000    0.003    0.003 platform.py:603(_syscmd_uname)
        6    0.000    0.000    0.000    0.000 tempfile.py:484(__enter__)
        1    0.000    0.000    0.000    0.000 linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:248(tqdm)
        1    0.000    0.000    0.003    0.003 nrtdynmod.py:178(create_nrt_module)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glm_distribution.py:1(<module>)
       88    0.000    0.000    0.000    0.000 base.py:53(_copy_internals)
        6    0.000    0.000    0.176    0.029 <__array_function__ internals>:2(array_split)
        4    0.000    0.000    0.000    0.000 npytypes.py:505(can_convert_to)
        1    0.000    0.000    0.000    0.000 object_array.py:20(ObjectStringArrayMixin)
       30    0.000    0.000    0.000    0.000 npyfuncs.py:38(<genexpr>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:826(copy)
       16    0.000    0.000    0.000    0.000 ir_utils.py:1875(is_namedtuple_class)
        1    0.000    0.000    0.061    0.061 __init__.py:554(_build_master)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
       34    0.000    0.000    0.000    0.000 schema.py:3350(__iter__)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1591(TimelikeOps)
        7    0.000    0.000    0.000    0.000 metadata.py:444(__init__)
       56    0.000    0.000    0.000    0.000 configargparse.py:1045(<genexpr>)
        4    0.000    0.000    0.000    0.000 models.py:1109(__init__)
        4    0.000    0.000    0.000    0.000 builder.py:817(switch)
       10    0.000    0.000    0.000    0.000 argparse.py:2414(_get_value)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1156(_get_parent_path)
       41    0.000    0.000    0.000    0.000 functions.py:627(key)
        8    0.000    0.000    0.000    0.000 concat.py:130(<listcomp>)
        2    0.000    0.000    0.000    0.000 arrayobj.py:2134(array_ctypes_to_pointer)
        8    0.000    0.000    0.000    0.000 arraydecl.py:259(resolve_ctypes)
        3    0.000    0.000    0.000    0.000 decoder.py:332(decode)
       13    0.000    0.000    0.000    0.000 builder.py:159(wrap)
        2    0.000    0.000    0.001    0.000 api.py:109(_get_combined_index)
        3    0.000    0.000    0.000    0.000 arrayobj.py:835(__init__)
        4    0.000    0.000    0.000    0.000 interpreter.py:1411(op_UNARY_NEGATIVE)
       88    0.000    0.000    0.000    0.000 _collections.py:713(<genexpr>)
        1    0.000    0.000    0.000    0.000 schema.py:1972(ForeignKey)
        9    0.000    0.000    0.000    0.000 typeinfer.py:194(refine)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 precision_recall_curve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bufproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       13    0.000    0.000    0.000    0.000 arrayobj.py:2617(TrivialFlatSubIter)
        1    0.000    0.000    0.000    0.000 unimod.py:219(AminoAcid)
       29    0.000    0.000    0.000    0.000 nanops.py:57(<genexpr>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
        6    0.000    0.000    0.000    0.000 parfor.py:4260(<listcomp>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 compiler.py:4651(IdentifierPreparer)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1414(find_loader)
       14    0.000    0.000    0.000    0.000 inference.py:96(is_file_like)
        1    0.000    0.000    0.000    0.000 structures.py:423(_walk_dict)
        1    0.000    0.000    0.005    0.005 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:983(IntervalDtype)
        4    0.000    0.000    0.004    0.001 indexing.py:1456(_get_list_axis)
        5    0.000    0.000    0.000    0.000 coercions.py:86(_document_text_coercion)
       31    0.000    0.000    0.000    0.000 frame.py:482(_constructor)
        2    0.000    0.000    0.000    0.000 typedobjectutils.py:38(_sentry_safe_cast)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        8    0.000    0.000    0.000    0.000 arrayobj.py:2806(_loop_break)
        3    0.000    0.000    0.070    0.023 arrayobj.py:3576(numpy_full_like_nd_type_spec)
       28    0.000    0.000    0.000    0.000 argparse.py:579(format)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 managers.py:940(fast_xs)
        1    0.000    0.000    0.000    0.000 serializer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 arrayobj.py:2951(init_specific)
       44    0.000    0.000    0.000    0.000 templates.py:586(<listcomp>)
       43    0.000    0.000    0.000    0.000 values.py:615(basic_blocks)
       12    0.000    0.000    0.000    0.000 lowering.py:1163(<listcomp>)
        4    0.000    0.000    0.000    0.000 _common.py:385(memoize)
        1    0.000    0.000    0.000    0.000 numeric.py:337(Float64Index)
        1    0.000    0.000    0.000    0.000 generic.py:1640(_get_label_or_level_values)
        1    0.000    0.000    0.000    0.000 array_analysis.py:3206(<listcomp>)
        2    0.000    0.000    0.000    0.000 memmap.py:318(__array_wrap__)
        3    0.000    0.000    0.000    0.000 arrayobj.py:819(loop_tail)
        1    0.000    0.000    0.000    0.000 _discretization.py:9(<module>)
       18    0.000    0.000    0.000    0.000 data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:1313(SessionEvents)
        1    0.000    0.000    0.000    0.000 withcontexts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:1918(IndexCol)
        2    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
        6    0.000    0.000    0.000    0.000 std.py:330(status_printer)
        1    0.000    0.000    0.000    0.000 numeric.py:35(NumericIndex)
        2    0.000    0.000    0.002    0.001 listobject.py:307(codegen)
        6    0.000    0.000    0.000    0.000 typeof.py:166(<listcomp>)
        1    0.000    0.000    0.000    0.000 generators.py:52(__init__)
        1    0.000    0.000    0.000    0.000 locale.py:2(<module>)
        8    0.000    0.000    0.000    0.000 containers.py:637(iterator_type)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:1(<module>)
        6    0.000    0.000    0.000    0.000 arraydecl.py:474(resolve_take)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 arraydecl.py:234(ArrayAttribute)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
       17    0.000    0.000    0.000    0.000 dtypes.py:277(construct_from_string)
        9    0.000    0.000    0.000    0.000 utils.py:265(parse_number_or_none_factory)
        1    0.000    0.000    0.000    0.000 configargparse.py:815(_open_config_files)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:1071(<dictcomp>)
        1    0.000    0.000    0.001    0.001 arrayobj.py:3249(iternext_numpy_nditer)
        8    0.000    0.000    0.000    0.000 annotation.py:169(_annotate)
        6    0.000    0.000    0.000    0.000 utils.py:73(__eq__)
       14    0.000    0.000    0.000    0.000 base.py:218(_assertions)
        3    0.000    0.000    0.000    0.000 _common.py:399(wrapper)
       17    0.000    0.000    0.000    0.000 _collections.py:136(_insert_item)
        2    0.000    0.000    0.000    0.000 models.py:1213(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:13(supported_instruction_sets)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:825(as_array)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:129(_add_integer_aliases)
        1    0.000    0.000    0.306    0.306 compiler.py:609(compile_ir)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
        9    0.000    0.000    0.000    0.000 common.py:1187(needs_i8_conversion)
        2    0.000    0.000    0.000    0.000 zipfile.py:198(is_zipfile)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
       58    0.000    0.000    0.000    0.000 transforms.py:269(replace)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:393(ExpressionNode)
        1    0.000    0.000    0.000    0.000 info.py:223(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 listobj.py:410(__init__)
        1    0.000    0.000    0.000    0.000 algorithms.py:496(factorize_array)
      130    0.000    0.000    0.000    0.000 structures.py:219(__missing__)
       17    0.000    0.000    0.000    0.000 mapper.py:2871(_identity_key_props)
       24    0.000    0.000    0.000    0.000 base.py:80(get_shape)
        6    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 default.py:831(DefaultExecutionContext)
        2    0.000    0.000    0.000    0.000 linalg.py:81(numba_xxnrm2)
        4    0.000    0.000    0.000    0.000 byteflow.py:890(op_LIST_APPEND)
        1    0.000    0.000    0.000    0.000 unimod.py:367(FragmentComposition)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
        6    0.000    0.000    0.000    0.000 argparse.py:2106(_match_arguments_partial)
       29    0.000    0.000    0.000    0.000 functools.py:846(<lambda>)
        2    0.000    0.000    0.000    0.000 context.py:56(meminfo_alloc_dtor)
        7    0.000    0.000    0.000    0.000 tempfile.py:279(gettempdir)
        6    0.000    0.000    0.000    0.000 std.py:579(<setcomp>)
        1    0.000    0.000    0.000    0.000 boolean.py:205(BooleanArray)
        1    0.000    0.000    0.001    0.001 dml.py:803(Insert)
        4    0.000    0.000    0.001    0.000 arrayobj.py:1137(get_array_memory_extents)
        1    0.000    0.000    0.000    0.000 elements.py:180(ClauseElement)
        4    0.000    0.000    0.000    0.000 extending.py:180(decorate)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:232(round_impl_unary)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:136(__go)
        5    0.000    0.000    0.001    0.000 synchronize.py:173(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:591(_code_to_timestamp_pyc)
       10    0.000    0.000    0.000    0.000 instructions.py:254(add_case)
        1    0.000    0.000    0.000    0.000 patch.py:1(<module>)
       76    0.000    0.000    0.000    0.000 decl_base.py:768(<lambda>)
        1    0.000    0.000    0.001    0.001 _odfreader.py:1(<module>)
        5    0.000    0.000    0.000    0.000 schema.py:2237(_column_tokens)
       12    0.000    0.000    0.000    0.000 _memmapping_reducer.py:115(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(UUID)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:351(<listcomp>)
       17    0.000    0.000    0.000    0.000 base.py:400(register)
       12    0.000    0.000    0.000    0.000 array_exprs.py:130(_translate_expr)
       15    0.000    0.000    0.000    0.000 parfor.py:2025(_is_supported_npycall)
        8    0.000    0.000    0.000    0.000 arrayobj.py:2780(<listcomp>)
       39    0.000    0.000    0.000    0.000 extending.py:151(ov_wrap)
        1    0.000    0.000    0.000    0.000 dok.py:23(dok_matrix)
        1    0.000    0.000    0.000    0.000 composer.py:2(<module>)
        6    0.000    0.000    0.000    0.000 pandas_compat.py:609(<listcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:8(<module>)
       55    0.000    0.000    0.000    0.000 imputils.py:46(lower_getattr)
        2    0.000    0.000    0.002    0.001 arrayobj.py:3303(iternext_numpy_ndindex)
       21    0.000    0.000    0.000    0.000 _testutils.py:24(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.hex}
       14    0.000    0.000    0.000    0.000 range.py:474(equals)
       11    0.000    0.000    0.000    0.000 postproc.py:6(__init__)
       12    0.000    0.000    0.000    0.000 managers.py:1869(_shape_compat)
       11    0.000    0.000    0.000    0.000 __init__.py:2359(_is_zip_egg)
       12    0.000    0.000    0.000    0.000 pickle.py:751(save_long)
        1    0.000    0.000    0.001    0.001 strategy_options.py:41(Load)
        1    0.000    0.000    0.000    0.000 codegen.py:1303(_customize_tm_options)
        1    0.000    0.000    0.002    0.002 reusable_executor.py:94(__init__)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(prod)
        3    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _k_means_lloyd.pyx:1(__Pyx_PyMODINIT_FUNC PyInit__k_means_lloyd(void))
